	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
57785	1.06679834829753	0.938766136388931	0.125313630228859	-0.813452506160072	0	0	0	0.596151997375774	0.998319135700895	0.773448187593178	0	0	0	57785	Rangrf	chr11
237823	4.78992782192187	0.315075202709673	-0.0683626763732068	-0.38343787908288	0	0	0	0.999823414928263	0.999989449551911	0.99974317420776	0	0	0	237823	Pfas	chr11
68964	5.24346230608188	0.36109429424273	0.214149487038716	-0.146944807204014	0	0	0	0.999255790449381	0.999828749972337	0.999932893491689	0	0	0	68964	Ctc1	chr11
20877	2.35535189269525	2.95000316396898	2.57158675373891	-0.378416410230067	6.30054582343361	5.41552504488593	0	9.65113856381306e-05	0.000272464680422271	0.955904722240011	1	1	0	20877	Aurkb	chr11
71923	3.80687583764595	-0.079824476745642	-0.17533802358243	-0.0955135468367883	0	0	0	0.999825647307522	0.999578318729023	0.999837816428442	0	0	0	71923	Borcs6	chr11
66910	2.73978952835473	0.895521054996074	0.0750233846174031	-0.820497670378671	0	0	0	0.701094837216476	0.999787515713588	0.820777492184863	0	0	0	66910	Tmem107	chr11
22318	6.00079565110349	-0.589064555734198	-0.765042910803212	-0.175978355069014	0	0	0	0.985163835224754	0.914770843979819	0.999804172196417	0	0	0	22318	Vamp2	chr11
18626	8.81488107282884	-1.49858566201544	-0.00209981656937686	1.49648584544606	-2.59463179212968	0	2.80575881588073	0.0153611396066541	0.999991354987417	0.0109978323484441	0	0	0	18626	Per1	chr11
84653	-2.73486584139552	-0.889248589151027	-0.985472234925945	-0.0962236457749184	0	0	0	0.576467599767015	0.524683985477224	0.959549929531292	0	0	0	84653	Hes7	chr11
23801	3.40219838274804	-2.65915121764179	-1.05646289871668	1.60268831892511	-7.23623249165688	-0.235509407583653	2.90394159797284	3.55609603964608e-05	0.409746667953979	0.00942412493314569	-1	0	0	23801	Aloxe3	chr11
11688	0.238267884495287	2.58801116124128	2.89147434934055	0.30346318809928	4.75440880205636	5.73283352322145	0	0.000635835000371301	0.000185866826980434	0.958708775109287	1	1	0	11688	Alox8	chr11
14919	-3.1069062325125	4.04517906022069	4.39695240784006	0.35177334761937	4.13733829216469	4.6653340594108	0	0.00153272970390981	0.000743902840251732	0.842733787763082	1	1	0	14919	Gucy2e	chr11
216846	3.97098030323266	0.919159666649328	0.511003663761871	-0.408156002887457	0	0	0	0.711012173683172	0.99702125759983	0.998893348335818	0	0	0	216846	Cntrob	chr11
245828	3.89375963010366	0.447192099243531	-0.379874901472939	-0.82706700071647	0	0	0	0.993669554970856	0.997483990299424	0.836087657650644	0	0	0	245828	Trappc1	chr11
16499	0.565451711153325	-1.26465913033944	-3.11054011705279	-1.84588098671334	-0.905375918958255	-7.82274928259238	-3.49545343223189	0.195311832411511	2.0051545167319e-05	0.00378891878149503	0	-1	0	16499	Kcnab3	chr11
80515	0.403090370625475	1.76108550468997	1.94379887472832	0.182713370038347	1.1482328142633	1.4637614585251	0	0.142734944487953	0.0907037864856072	0.926912874103927	0	0	0	80515	Rnf227	chr11
216848	7.44922873673377	-0.859815427990856	-1.52097697057094	-0.661161542580086	0	-4.09861598337705	0	0.852682885264327	0.00156387348342186	0.98999024582348	0	-1	0	216848	Chd3	chr11
327951	1.34662936754824	0.1254509241051	-0.0756924884065358	-0.201143412511636	0	0	0	0.998758174676116	0.999438003428527	0.99801278106826	0	0	0	327951	Cyb5d1	chr11
78304	3.81907855370884	0.66047633344358	-0.0741274380724928	-0.734603771516073	0	0	0	0.95756326102148	0.999870111904712	0.925590216433968	0	0	0	78304	Naa38	chr11
67020	0.996111272683476	0.682172836811074	0.971738924970645	0.289566088159572	0	0	0	0.804009187887028	0.531319100545027	0.962275323433637	0	0	0	67020	Tmem88	chr11
216850	9.2130432558945	-0.265235762937667	0.41905612738385	0.684291890321518	0	0	0	0.997740380009808	0.992401115460434	0.947031790779911	0	0	0	216850	Kdm6b	chr11
327954	0.380918550615271	-0.463728347661829	0.666251953682421	1.12998030134425	0	0	0.323010000117585	0.894937435208855	0.779181258297279	0.377621237158673	0	0	0	327954	Dnah2	chr11
13643	0.279940281338808	3.46925682982886	3.467886381711	-0.00137044811785625	7.59347798397418	7.90927641154218	0	2.5126952195141e-05	1.85484004303018e-05	0.999871295350966	1	1	0	13643	Efnb3	chr11
216853	2.79945214945824	0.49338906745893	0.0115072711997595	-0.481881796259171	0	0	0	0.988795839014984	0.999973173183156	0.991215334130801	0	0	0	216853	Wrap53	chr11
22059	6.16095463626548	0.667779114134911	0.783304493846352	0.115525379711442	0	0	0	0.962458621653107	0.890266508465007	0.999861910585959	0	0	0	22059	Trp53	chr11
11932	0.553723420814663	2.73980679144653	2.85695913156577	0.117152340119232	2.94799675603637	3.19442281402367	0	0.00888694573127697	0.00606214682558511	0.957625818371364	1	1	0	11932	Atp1b2	chr11
69215	1.17376568902885	0.710783287122492	0.439090187816849	-0.271693099305643	0	0	0	0.880553023278807	0.983850881748557	0.994506888501236	0	0	0	69215	Sat2	chr11
23879	6.31809090453419	0.225658885643444	0.0679819975762941	-0.15767688806715	0	0	0	0.999948320881091	0.999991264244616	0.99998451900118	0	0	0	23879	Fxr2	chr11
20670	-0.792135378635059	-0.412959876250111	-1.87737520990141	-1.4644153336513	0	-2.67798480218375	-1.4591411661188	0.932220820043041	0.0134670865561576	0.0905252270877976	0	0	0	20670	Sox15	chr11
24070	5.47390654036588	-1.23988957663591	-1.14866056303754	0.0912290135983698	-1.98732143404805	-1.23340919826028	0	0.0402628497305381	0.125466662454891	0.999988496754303	0	0	0	24070	Mpdu1	chr11
12514	2.92013871497457	-1.45235925339184	0.064202144743255	1.5165613981351	-2.13850595567609	0	2.49237850504563	0.0317142807537489	0.999209463500066	0.0180715242149458	0	0	0	12514	Cd68	chr11
13681	7.67603132043289	-0.188958742771314	0.42837836185458	0.617337104625894	0	0	0	0.999855356904362	0.998572173354081	0.992305408304927	0	0	0	13681	Eif4a1	chr11
80886	6.1043943890361	0.0748810168331149	0.0596985533646093	-0.0151824634685056	0	0	0	0.999987276831298	0.999990297866232	0.999998534714212	0	0	0	80886	Senp3	chr11
100503827	-2.1261516000548	-3.12740370722335	-2.02127387522732	1.10612983199603	-4.09755176563709	-1.91311786666314	0.237491840692675	0.00158391785039104	0.0454353724202105	0.409662665173782	-1	0	0	100503827	Tnfsf13os	NA
69583	1.74927416596575	-3.81412835821002	-2.69824678150193	1.11588157670809	-13.2603537796074	-7.82289230893657	0.689621455810251	3.3194072203242e-07	1.99850210151865e-05	0.254548276598315	-1	-1	0	69583	Tnfsf13	chr11
21944	2.221288922753	0.500823618782915	0.647300436439139	0.146476817656224	0	0	0	0.947486060506462	0.884904253806473	0.994515875667106	0	0	0	21944	Tnfsf12	chr11
20020	8.22969526280042	-0.323611653084364	-0.255854119221081	0.0677575338632828	0	0	0	0.998837379370857	0.999349975845761	0.999948253532676	0	0	0	20020	Polr2a	chr11
75580	6.27380042180524	-0.543666640631536	-0.639092092536316	-0.0954254519047799	0	0	0	0.977947751951634	0.951687443200421	0.999677557556108	0	0	0	75580	Zbtb4	chr11
11443	5.26802090069884	-3.78213987007082	-3.11855945933983	0.663580410730984	-15.8532046201401	-12.0562247821284	0	7.8345238134633e-08	7.04817992077756e-07	0.974854130216779	-1	-1	0	11443	Chrnb1	chr11
14166	-0.338259878736632	0.0118999209674213	-1.29741282871929	-1.30931274968671	0	-0.792349686828499	-0.808055722725909	0.998050379710308	0.225131368094919	0.220838101572046	0	0	0	14166	Fgf11	chr11
74288	-2.16432942576708	4.70012261078352	5.89601458008166	1.19589196929814	7.78340957486299	9.47732019284214	0.344645048971462	2.14413514420314e-05	4.95224878377595e-06	0.371625556267191	1	1	0	74288	Spem1	chr11
216856	5.93633880667016	2.40421358731646	1.51541198809149	-0.888801599224964	8.64503574517801	3.2677724478328	0	9.39958333959945e-06	0.0053558797460147	0.758097586489649	1	1	0	216856	Nlgn2	chr11
69186	4.47407653359451	0.279533445428283	-0.311287234568221	-0.590820679996504	0	0	0	0.997357734510693	0.997227087106781	0.972396015315778	0	0	0	69186	Tmem256	chr11
70310	5.51953827822863	1.19544298804183	0.730290887358676	-0.465152100683158	1.44973685290102	0	0	0.0917709114917872	0.962949419770704	0.998639072789011	0	0	0	70310	Plscr3	chr11
83813	5.95678295821269	-0.314316081355995	-0.375094631740041	-0.0607785503840468	0	0	0	0.995523685731793	0.992911857527297	0.999726532378788	0	0	0	83813	Tnk1	chr11
100503361	2.68916651812114	1.93789984271251	1.35015913839542	-0.587740704317095	3.48342415989971	1.42026932248862	0	0.00385895209170899	0.0958470982576808	0.917640792641904	1	0	0	100503361	Tmem95	chr11
216858	7.24497054098835	1.03757959979423	0.633163788569484	-0.404415811224746	0.246005413976779	0	0	0.405801964763136	0.978843826673431	0.998757347173007	0	0	0	216858	Kctd11	chr11
216859	0.108430497702425	-0.994065362627802	-0.849358761673304	0.144706600954497	0	0	0	0.507103907785578	0.672793831291552	0.991636715091563	0	0	0	216859	Acap1	chr11
70419	2.21463695424113	-0.613200103638576	-0.902795479562722	-0.289595375924146	0	0	0	0.960278861638199	0.690499887289463	0.99809269863023	0	0	0	70419	2810408A11Rik	chr11
216860	5.52756375510761	0.109114437035084	-0.0255670598023707	-0.134681496837455	0	0	0	0.99976084341959	0.999952558065819	0.999787287934127	0	0	0	216860	Neurl4	chr11
56310	4.9514043042065	-0.84466454071229	-0.352799548026589	0.491864992685701	0	0	0	0.823547445373601	0.998404599122146	0.995695445988957	0	0	0	56310	Gps2	chr11
276770	8.92955975315113	0.710873110347594	0.4192877463353	-0.291585364012294	0	0	0	0.953949356459602	0.997538115967216	0.999622673795156	0	0	0	276770	Eif5a	chr11
53422	1.58196065183772	1.1804092774922	-0.370403484348317	-1.55081276184051	0.654692942174488	0	-2.10154491166711	0.265138537053659	0.984399871684583	0.0336279360254269	0	0	0	53422	Ybx2	chr11
20528	2.28834301219934	5.11587194833231	5.09336378987292	-0.0225081584593891	17.6102433901677	18.30114782342	0	3.41427573961289e-08	2.49057743089536e-08	0.999472219375609	1	1	0	20528	Slc2a4	chr11
53624	6.29543675027419	-5.52878062675442	-5.49375170881208	0.0350289179423431	-31.9314219348341	-31.5933980666295	0	2.53510857203406e-10	2.76704342347191e-10	0.999993973263642	-1	-1	0	53624	Cldn7	chr11
54351	5.49291620246227	0.44200985139378	0.680568539568415	0.238558688174635	0	0	0	0.999304372002464	0.986690800251559	0.999939705259135	0	0	0	54351	Elp5	chr11
67181	5.76266001405524	0.244463242774839	0.386562888714545	0.142099645939706	0	0	0	0.999893239760095	0.999561202199507	0.999974332639118	0	0	0	67181	Ctdnep1	chr11
56486	5.82344921515755	-0.419891859630547	-0.507286710022449	-0.0873948503919024	0	0	0	0.999505564992263	0.998660976245855	0.999990627192245	0	0	0	56486	Gabarap	chr11
78246	5.6386263476168	0.491274511416254	0.654643782686835	0.163369271270581	0	0	0	0.99644228465758	0.979315261226751	0.999893675544052	0	0	0	78246	Phf23	chr11
13543	4.34329412008813	1.05275526077858	1.36589889615686	0.313143635378279	0.276885112696654	1.92239829024639	0	0.39429331546445	0.0445816535489741	0.99696898179182	0	0	0	13543	Dvl2	chr11
11370	7.27672299689569	-0.416806484733535	-0.453385161760854	-0.0365786770273191	0	0	0	0.999664859528875	0.999475091240575	0.999997740745912	0	0	0	11370	Acadvl	chr11
723896	-1.70808682412279	0.196618718008031	1.45045795097703	1.253839232969	0	0.954875799690693	0.547050124156686	0.959730421535243	0.183558240971722	0.29986457188362	0	0	0	723896	Mir324	chr11
13385	4.49058561876139	1.93703924024186	-0.279267004956614	-2.21630624519848	3.87116186457682	0	-5.28768240473459	0.00217096741582655	0.995672942083025	0.000318914731061194	1	0	-1	13385	Dlg4	chr11
11889	-3.64561743143084	3.04533044320198	3.59634373859652	0.55101329539454	2.92613473688885	3.71126111359385	0	0.0092746015412093	0.00281586465763433	0.753487370266743	1	1	0	11889	Asgr1	chr11
216864	-2.08700459150766	1.84639840832353	1.90725735622808	0.0608589479045487	1.59724623995085	1.73696615376428	0	0.0738899129365281	0.0596907169488608	0.9818711735669	0	0	0	216864	Mgl2	chr11
17312	-1.02200006654709	1.24110382488276	0.682106976984573	-0.558996847898183	0.359304382544119	0	0	0.368928398013956	0.698796416010303	0.760757323681951	0	0	0	17312	Clec10a	chr11
216867	1.00329346907803	3.80378680230509	1.92732375980264	-1.87646304250245	8.38666301791819	3.53120178730456	-2.61300417010803	1.19943983021098e-05	0.00359095697619314	0.0149292841776422	1	1	0	216867	Slc16a11	chr11
69309	0.970033995600851	3.57570864430018	2.2619713829183	-1.31373726138188	7.12463981255225	4.15398558254172	-0.850501216343778	4.02343947267654e-05	0.00144733017582668	0.209453391907584	1	1	0	69309	Slc16a13	chr11
12029	-0.486559701303819	2.70064142370695	1.7962066153797	-0.904434808327244	3.07038646314006	1.59672442809454	0	0.00732883771636207	0.073875968304644	0.569958087097127	1	0	0	12029	Bcl6b	chr11
104457	3.95976702954965	0.359388393620654	-0.242706449260416	-0.60209484288107	0	0	0	0.998720229444643	0.999678082891059	0.988196197672439	0	0	0	104457	Bacc1	chr11
52898	5.32056906577769	-0.210431588431206	-0.597428422039768	-0.386996833608563	0	0	0	0.999916502912249	0.994888216279894	0.999680086535541	0	0	0	52898	Rnasek	chr11
11684	2.37866725889343	3.87107650650351	1.72375910129604	-2.14731740520747	5.60872479572096	1.84501755154451	-2.26483789872637	0.000219234391429875	0.0503530291898178	0.0260579158486718	1	0	0	11684	Alox12	chr11
11685	3.20586560495038	-2.81291175030241	-3.01996942872677	-0.207057678424363	-4.91916227763428	-5.53542378161989	0	0.000512794510654057	0.00023613581520889	0.987852294182764	-1	-1	0	11685	Alox12e	chr11
11687	0.758105281922761	-1.84833305866522	-4.64612246191609	-2.79778940325088	-1.43470869813998	-6.73139566213362	-3.93499000855289	0.0944116662573316	6.21978189362762e-05	0.00199079099807048	0	-1	0	11687	Alox15	chr11
75273	5.45984216677707	0.0697220162575585	0.0837200863583556	0.0139980701007971	0	0	0	0.99998337583991	0.999980292445742	0.999997913419174	0	0	0	75273	Pelp1	chr11
216869	2.7289248120534	1.07765270490688	0.942324737406186	-0.135327967500691	0.348848924715228	0	0	0.367913043241099	0.602637877632223	0.998196000709902	0	0	0	216869	Arrb2	chr11
66172	3.58484944911839	-1.06119522324523	-1.07124214061651	-0.0100469173712847	-0.418589854677203	-0.493851709485616	0	0.343025265684792	0.317054355711402	0.99999575054708	0	0	0	66172	Med11	chr11
66102	6.53544612098212	-2.05444622515988	-1.00902401525042	1.04542220990946	-3.7199505108601	-0.0320295107024122	0.171743632341635	0.00271117369121696	0.487639071683165	0.433881103237762	-1	0	0	66102	Cxcl16	chr11
574428	2.24687639265515	-1.032220745198	0.110252257505793	1.14247300270379	-0.0926074199807097	0	0.415475890187192	0.464359640401922	0.987779463278066	0.344222050490735	0	0	0	574428	Zmynd15	chr11
19175	6.59433614227146	0.140064180564853	-0.188026272033076	-0.328090452597929	0	0	0	0.999925683176139	0.999878136278699	0.999721343106852	0	0	0	19175	Psmb6	chr11
18806	5.73624459127218	-2.33528024587648	-1.55115192499219	0.784128320884293	-8.60490938800615	-3.54795039638512	0	9.73631679562298e-06	0.00350055486534559	0.917228961237388	-1	-1	0	18806	Pld2	chr11
50932	6.68326754094822	-0.0346824777904056	-0.438821226159402	-0.404138748368997	0	0	0	0.999993098187538	0.999254564226918	0.999686917984922	0	0	0	50932	Mink1	chr11
14723	0.525839499772118	1.76857777732445	1.59687912725135	-0.171698650073106	2.23071802376048	1.81564799784714	0	0.0274139424826942	0.0526727935882941	0.981774874553198	0	0	0	14723	Gp1ba	chr11
67863	6.02604966428845	-0.256841024390203	-0.661168107688099	-0.404327083297896	0	0	0	0.998565650423825	0.953198399301112	0.996503608463389	0	0	0	67863	Slc25a11	chr11
70510	6.00498161348761	-0.59503464914091	-0.138825486568806	0.456209162572104	0	0	0	0.988776252812889	0.999873037739174	0.998206591712461	0	0	0	70510	Rnf167	chr11
18643	8.52250203638398	0.879022931254394	0.665326767304819	-0.213696163949574	0	0	0	0.811848700058785	0.983917479708537	0.999941910331165	0	0	0	18643	Pfn1	chr11
13808	2.77763077494404	0.188523590372083	0.0466967351300132	-0.14182685524207	0	0	0	0.997263265750649	0.999555888641305	0.998462142068299	0	0	0	13808	Eno3	chr11
216873	5.13742271308358	0.113227161200107	-0.398475828745675	-0.511702989945782	0	0	0	0.99997128305975	0.999550497941621	0.998720388989677	0	0	0	216873	Spag7	chr11
216874	5.40231073930824	-0.776110709325971	-0.804376702226114	-0.0282659929001428	0	0	0	0.943553243327797	0.921612592128032	0.999995237243296	0	0	0	216874	Camta2	chr11
103844	0.593063383772892	-0.495207296422641	-0.97205704663315	-0.47684975021051	0	0	0	0.955174442585721	0.542636603615837	0.969154718425041	0	0	0	103844	Inca1	chr11
16562	8.2781725900121	-0.583868064638631	-0.844288458874283	-0.260420394235652	0	0	0	0.982138747702194	0.809936727349367	0.999387906304248	0	0	0	16562	Kif1c	chr11
193043	0.381809986644984	-1.52485683997309	-1.76961223772878	-0.244755397755687	-1.78665628285174	-2.67545632113698	0	0.0550838189760226	0.0135168807786452	0.991618378599134	0	0	0	193043	Zfp3	chr11
54189	5.7849688935525	0.342215562795081	-0.103387896822051	-0.445603459617132	0	0	0	0.999431937341966	0.999948774237255	0.998908978134625	0	0	0	54189	Rabep1	chr11
19069	5.95115663500807	0.28616252817791	-0.0503119735627706	-0.336474501740681	0	0	0	0.999918102903915	0.999994831560669	0.999913630911111	0	0	0	19069	Nup88	chr11
69723	3.27676400570851	0.996762964053425	0.432333766770752	-0.564429197282674	0	0	0	0.507777049286418	0.997397037708846	0.98815285141781	0	0	0	69723	Rpain	chr11
12261	6.16911350694311	0.615884729324109	0.463544465835183	-0.152340263488926	0	0	0	0.988640376195204	0.997930711290864	0.999937588894995	0	0	0	12261	C1qbp	chr11
216877	6.12526292169538	0.141804274442138	0.565130475760671	0.423326201318533	0	0	0	0.999833647023487	0.990313771022325	0.998409864880234	0	0	0	216877	Dhx33	chr11
116891	4.75400017802562	-0.559487502787096	-0.971802739435728	-0.412315236648632	0	0	0	0.990162049400968	0.572350789928024	0.998494646003751	0	0	0	116891	Derl2	chr11
67139	3.88990957142198	0.480766651779846	0.0812371183970564	-0.39952953338279	0	0	0	0.991165584507393	0.999820577867995	0.996357495282703	0	0	0	67139	Mis12	chr11
103712	-0.577009870281077	6.45693757371187	6.14818082294252	-0.308756750769345	8.55745986133302	9.22982451224456	0	1.10416366965669e-05	6.12274426557702e-06	0.873993566710283	1	1	0	103712	6330403K07Rik	chr11
114230	-0.600366344435031	-0.20277365849362	-0.744058122303386	-0.541284463809766	0	0	0	0.989027930280832	0.810350514739786	0.93465785367695	0	0	0	114230	Aipl1	chr11
109212	0.856989403594348	3.43370895516008	3.30263901079445	-0.131069944365631	5.58196103850969	5.55811301819821	0	0.000224487946400578	0.000230591109200885	0.970202811471119	1	1	0	109212	Pimreg	chr11
327958	4.82110227679704	-1.17113295901916	-1.20841165228811	-0.037278693268946	-0.998152420287664	-1.22533342830464	0	0.173091440173867	0.12690386343409	0.999952200715859	0	0	0	327958	Pitpnm3	chr11
74477	3.90893924731535	0.53956915546571	0.209462333938898	-0.330106821526813	0	0	0	0.996402173698602	0.999906689162231	0.999685580650178	0	0	0	74477	4933427D14Rik	chr11
52700	5.72640165797682	0.0162598690962508	-0.0713568927548351	-0.0876167618510859	0	0	0	0.99999445401929	0.999975207886235	0.999979048528919	0	0	0	52700	Txndc17	chr11
67279	3.17491739496735	-0.165893227330753	-1.10851326615959	-0.942620038828837	0	-0.699747418420202	0	0.999603739722603	0.251532604651876	0.641839276543842	0	0	0	67279	Med31	chr11
75304	-1.18312176380958	-0.774148208755438	-0.899469372992718	-0.12532116423728	0	0	0	0.702289821053985	0.596439012256408	0.984348633795881	0	0	0	75304	4930563E22Rik	chr11
327959	2.11571177016495	-0.544365479066538	-1.24019050876419	-0.695825029697652	0	-1.07120293948468	0	0.956038918639099	0.156997724879927	0.903489350275253	0	0	0	327959	Xaf1	chr11
276829	0.592192800041244	-0.369341099558278	-1.10810054066538	-0.738759441107098	0	-0.340250564938366	0	0.952545033491031	0.371091263984186	0.787602790928114	0	0	0	276829	Smtnl2	chr11
71522	1.97745206884718	0.949411110097895	-0.456658444953815	-1.40606955505171	0	0	-1.17846457823467	0.554093420416374	0.93624759954551	0.135558139504791	0	0	0	71522	Ggt6	chr11
18432	8.1056687555424	0.6624027700459	0.526466182665821	-0.135936587380079	0	0	0	0.990675032348404	0.998344936731527	0.99998771375012	0	0	0	18432	Mybbp1a	chr11
216892	6.54488748467924	-5.64844343048606	-4.07052388468009	1.57791954580597	-20.4830822615734	-13.7180618210936	2.92178976611812	1.00200142042896e-08	2.53726419123279e-07	0.00916377772001284	-1	-1	0	216892	Spns2	chr11
77577	2.9670541168124	-6.73754529442924	-4.68904520811097	2.04850008631827	-17.0804957217502	-10.8433117055295	5.03515769412417	4.58164385348778e-08	1.67419909817691e-06	0.000439338686717067	-1	-1	1	77577	Spns3	chr11
67128	5.69594406161666	-0.398556811569254	-0.335125375386816	0.0634314361824382	0	0	0	0.996362983273023	0.997951873557132	0.99990272128867	0	0	0	67128	Ube2g1	chr11
11736	6.8276108934593	-0.0414050001402995	-0.411757787721676	-0.370352787581377	0	0	0	0.999995175943286	0.999654210476782	0.999869906116664	0	0	0	11736	Ankfy1	chr11
192986	1.72610978325657	-0.6881104480389	-1.56213609620441	-0.874025648165509	0	-2.48783139142685	0	0.886328375948051	0.0182031521847417	0.713234003172088	0	0	0	192986	Cyb5d2	chr11
195018	6.61241154847836	-0.974920566551932	-0.627233897831971	0.347686668719962	0	0	0	0.563499366540552	0.980649437781564	0.999222794369729	0	0	0	195018	Zzef1	chr11
53313	2.92372279289548	-1.8035189230458	-2.63369878959989	-0.830179866554093	-3.41654910181743	-7.19877048893801	0	0.00426887474430683	3.69335011111442e-05	0.790579386813866	-1	-1	0	53313	Atp2a3	chr11
18436	-2.21960300514097	3.54380471872807	1.72224913411264	-1.82155558461543	2.81686896193279	0.922413727459271	-0.903612590101514	0.0112479425223921	0.194961875945575	0.202634136803368	0	0	0	18436	P2rx1	chr11
55984	2.00236928309032	0.0274356227999593	0.112042161091992	0.0846065382920327	0	0	0	0.999161155822905	0.996564804547799	0.997633947082379	0	0	0	55984	Camkk1	chr11
66874	5.08457671462148	0.120204467910566	0.0175669833921823	-0.102637484518383	0	0	0	0.999968318988359	0.999996429222676	0.99998217131161	0	0	0	66874	Ncbp3	chr11
16407	-0.406843597211238	-2.65731246909941	-2.35949119431623	0.297821274783184	-3.76889884932662	-3.09379273359909	0	0.002533402250791	0.00702969753887826	0.961280525971327	-1	-1	0	16407	Itgae	chr11
14841	-0.15899152965533	1.52436532274609	1.47268882297871	-0.0516764997673733	1.82529025159792	1.70724575467085	0	0.0518801383665805	0.0622512172389201	0.997518816782009	0	0	0	14841	Haspin	chr11
94045	0.667180014424433	-1.09804441669667	0.476925916060015	1.57497033275668	-0.316571816088017	0	1.8274989320191	0.379717189897864	0.922614529930184	0.0517083852416839	0	0	0	94045	P2rx5	chr11
66048	5.0968509465561	-0.440679972766103	-0.37636520304721	0.0643147697188935	0	0	0	0.999534919612318	0.999782367361134	0.999995045626595	0	0	0	66048	Emc6	chr11
76281	3.87461847938928	-1.14738028695958	-0.919852850621463	0.227527436338119	-1.04087363229754	0	0	0.163531193638693	0.707491518212793	0.999849675282026	0	0	0	76281	Tax1bp3	chr11
83429	4.74699342941904	-1.23211480409422	-1.45317391519908	-0.221059111104863	-1.39517545202867	-2.75576521627445	0	0.0994337689645713	0.011900657205244	0.999622914916525	0	0	0	83429	Ctns	chr11
74637	2.39718688445952	-2.05595239228694	-3.25524587269236	-1.19929348040542	-3.4819633097704	-7.80015169569349	-0.818256264848838	0.00386880160048268	2.05210245168719e-05	0.217948412674658	-1	-1	0	74637	Shpk	chr11
193034	-2.6355761328053	-0.408145903231001	-0.306304277117693	0.101841626113309	0	0	0	0.812558992457104	0.860059791662125	0.954072737744108	0	0	0	193034	Trpv1	chr11
246788	0.98275664499097	1.74806017080101	1.99834771016797	0.250287539366953	1.2241478153223	1.66710203938105	0	0.128012501803384	0.0666440813090138	0.904546862696442	0	0	0	246788	Trpv3	chr11
11484	-2.62793063948532	-0.65262548538185	0.230770320894461	0.883395806276311	0	0	0	0.699406653187926	0.898934636863009	0.577601501027289	0	0	0	11484	Aspa	chr11
380711	4.20211779273872	-1.99892586627317	-0.0875576778869016	1.91136818838627	-3.89385230953477	0	3.66173292256566	0.00210070093304477	0.997113434633809	0.00295445870396953	-1	0	0	380711	Rap1gap2	chr11
74148	6.81912342195756	0.19502854819892	0.2579204771511	0.0628919289521805	0	0	0	0.999950892469421	0.999908247990899	0.999994209258132	0	0	0	74148	Cluh	chr11
18472	8.15116324465983	-0.364176876959853	-0.0894380099340344	0.274738867025818	0	0	0	0.998550017102203	0.999894986711203	0.999622747813681	0	0	0	18472	Pafah1b1	chr11
67493	4.99104732366519	0.304368458605235	0.265186653253754	-0.0391818053514807	0	0	0	0.999368258640538	0.999589669239113	0.999976964992677	0	0	0	67493	Mettl16	chr11
17428	5.40351957295201	0.677197202527554	0.139686441541285	-0.53751076098627	0	0	0	0.984142966483619	0.999959355102932	0.997973428921411	0	0	0	17428	Mnt	chr11
97761	5.21529988874279	-1.18107221137659	-1.8622608720066	-0.681188660630015	-1.4628066229007	-7.05859277532474	0	0.0900140267045054	4.25540778110791e-05	0.989220455282345	0	-1	0	97761	Sgsm2	chr11
104662	6.36912454515908	0.360863205694387	1.03716474982316	0.676301544128774	0	0.202320302230385	0	0.996219782341899	0.422250101760285	0.953401340006514	0	0	0	104662	Tsr1	chr11
100217469	-0.770546552585339	-0.438097798878148	0.827717719076657	1.2658155179548	0	0	0.454620117533073	0.840009906938396	0.616549470546513	0.33262817452366	0	0	0	100217469	Snord91a	chr11
27364	3.58524422011733	-0.25778777492701	-0.0829748059117152	0.174812969015294	0	0	0	0.999553258953777	0.999927407101598	0.999835636867342	0	0	0	27364	Srr	chr11
103677	6.59133114135313	-0.347361744425903	-0.538286521916288	-0.190924777490385	0	0	0	0.999631765070185	0.996982751577031	0.999951189286643	0	0	0	103677	Smg6	chr11
15248	1.83808446585406	1.64529014253772	1.12078949957283	-0.524500642964883	1.89030656050585	0.383687226089647	0	0.0468970201131271	0.355446017352583	0.899167516068098	0	0	0	15248	Hic1	chr11
387208	-1.70125999803746	-0.110194897623015	-0.576038572254764	-0.465843674631749	0	0	0	0.978958267998962	0.839316717848905	0.888076317818932	0	0	0	387208	Mir212	chr11
387150	-1.62004285131223	-0.318988190687688	-1.12422598862219	-0.805237797934501	0	-0.36269491377774	0	0.954237490451848	0.363017658143711	0.711307469782285	0	0	0	387150	Mir132	chr11
246257	3.86758577811482	-0.135793328714992	-0.586669620983122	-0.45087629226813	0	0	0	0.999583617769549	0.980979013826988	0.995146509435109	0	0	0	246257	Ovca2	chr11
116905	3.68681239555725	-0.626606289779882	-0.826443827096185	-0.199837537316303	0	0	0	0.985933847814541	0.879525865551044	0.999886373986404	0	0	0	116905	Dph1	chr11
237847	1.02264817533662	-0.415066544097835	-1.49170246335942	-1.07663591926158	0	-1.58176030061434	-0.254162895705599	0.943342174854262	0.0753619957254616	0.402801965539578	0	0	0	237847	Rtn4rl1	chr11
